ID,Nome,Localidade,Profissao
10136088,Armando Cisneiros,Santarem    Chamusca    Pinheiro Grande    1 051     3 216,Esteticista
11138810,Bernardo Gra�a,Braga    Vila Verde    Atães    616    298,Fotógrafo
43783083,Talita Paranhos,Porto    Felgueiras    Sernande    891    126,Engenheiro químico
57644141,Lancelote Sesimbra,Leiria    Caldas da Rainha    Foz do Arelho    1 223     995,Babysitter
82974853,La�s Landim,Beja    Mértola    S. Pedro de Solis    318    6 374,Notário
17843302,Domingos Sardinha,Madeira    Ribeira Brava    Ribeira Brava    5 941     1 750,Explicador / tutor
10746054,Bruno Brum,Coimbra    Coimbra    S. Silvestre    3 092     1 226,Técnico de recursos humanos
59538263,Olavo Narvais,Santarem    Ourém    Matas    1 032     1 403,Psicólogo
47768482,L�ia Bri�o,Viana do castelo    Ponte de Lima    Facha    1 482     1 582,Professor
12736914,Dinorah Lameira,Castelo Branco    Idanha-a-Nova    Alcafozes    252    5 657,Analista de dados
13603332,Calisto Curado,Coimbra    Cantanhede    Camarneira    870    847,Engenheiro civil
73691058,Altino Ces�rio,Aveiro    Estarreja    Salreu    4 153     1 616,Estafeta
44911000,Fab�ola A�ores,Porto    Penafiel    Paredes    1 227     110,Enfermeiro
90856179,D�cio Carmona,Braga    Póvoa de Lanhoso (N. S. do Amparo)    Fonte Arcada    1 362     560,Empregado de mesa
14717176,C�tia Passos,Coimbra    Mira    Carapelhos    766    392,Escritor
32718806,Estev�o Alcaide,Guarda    Mêda    Aveloso    287    753,Engenheiro informático
95841574,Domingos Frota,Bragança    Macedo de Cavaleiros    Vale da Porca    349    1 723,Ator
18648477,Roberto Padilha,Madeira    Calheta (Madeira)    Estreito da Calheta    1 630     1 340,Segurança privado
11658384,Ataliba Noronha,Coimbra    Soure    Gesteira    1 104     1 330,Gestor
86273985,Nataniel Pires,Vila Real    Chaves    Sanfins    308    1 786,Operador de máquinas
18848266,Marieta Lousada,Açores    Horta    Feteira    1 612     1 462,Engenheiro civil
87241563,F�bio Lucena,Castelo Branco    Vila de Rei    Fundada    676    3 629,Diretor de hotel
16232906,M�ximo Lagos,Viseu    Viseu    Lordosa    1 884     2 326,Empreendedor
68077275,Nazar� Loio,Viana do castelo    Melgaço    Roussas    1 139     946,Educador social
66230005,Ana�sa Gameiro,Bragança    Mirandela    Bouça    356    1 357,Designer gráfico
29366949,Valqu�ria Campelo,Castelo Branco    Idanha-a-Nova    Monfortinho    608    5 318,Gestor
88495317,Vanessa Valentim,Guarda    Guarda    Gonçalo Bocas    217    686,Procurador
11453602,An�bal Arag�o,Vila Real    Chaves    Vale de Anta    1 200     1 037,Videógrafo
27156253,Gilberta Montenegro,Coimbra    Figueira da Foz    Buarcos    8 051     1 214,Notário
14609260,Calisto Bastos,Braga    Barcelos    Faria    583    301,Cuidador de idosos
16695135,Ivo Mourato,Bragança    Carrazeda de Ansiães    Fonte Longa    355    1 113,Agricultor
18996286,Neiva Lisboa,Madeira    Sta. Cruz    Caniço    11 586     1 200,Web designer
34640209,Jandira Brum,Setúbal    Almada    Laranjeiro    21 175     366,Funcionário público
88920308,Abra�o Souto Maior,Coimbra    Coimbra    Arzila    728    137,Estafeta
60337337,Adelina Azeredo,Guarda    Guarda    Seixo Amarelo    126    1 203,Animador turístico
61320663,Caetano Monjardim,Viseu    Sátão    Águas Boas    225    795,Diretor de hotel
21062100,Levi Monforte,Lisboa    Torres Vedras    Maxial    2 962     2 790,Operador de máquinas
25704468,Valadares Monjardim,Açores    Madalena    Bandeiras    520    2 592,Músico
75181996,Osvaldo Fernandes,Porto    Penafiel    Marecos    1 062     419,Engenheiro eletrotécnico
17180308,Jos� Soto,Braga    Esposende    Forjães    2 577     886,Explicador / tutor
15469145,Cl�lia Vides,Bragança    Vinhais    Candedo    401    2 223,Especialista em inteligência artificial
58554366,Gilberto Espartero,Bragança    Vila Flor    Benlhevai    214    1 234,Polícia
57292040,Cristela Noronha,Bragança    Vinhais    Nunes    187    853,Auxiliar de ação direta
78093120,Amanda Cani�a,Guarda    Almeida    Junça    162    1 890,Psicólogo
11494914,Cl�vis P�voas,Braga    Braga    Oliveira (S. Pedro)    568    287,Notário
14987294,Jussara Palma,Coimbra    Oliveira do Hospital    Meruge    668    768,Operador logístico
83960388,Marcela Flores,Porto    Gondomar    Lodares    1 737     358,Soldador
37391843,Amador Covinha,Porto    Felgueiras    Regilde    1 164     258,Analista de investimentos
72748323,Alexandre Bogado,Vila Real    Boticas    Vilar    238    1 190,Técnico de radiologia
19330078,Fernanda Fernandes,Évora    Évora    Horta das Figueiras    8 305     4 276,Serralheiro
32843519,Durval Os�rio,Guarda    Celorico da Beira    Açores    369    957,Segurança privado
17600379,Vanderlei Vilanova,Coimbra    Coimbra    Ribeira de Frades    2 064     610,Estafeta
56453930,Luzia Quinteiro,Viana do castelo    Arcos de Valdevez    Mei    142    200,Babysitter
18901955,X�nia Brand�o,Bragança    Macedo de Cavaleiros    Lamas de Podence    287    871,Relações públicas
70044903,Ricarda Madruga,Açores    Praia da Vitória    Vila Nova    1 729     796,Carpinteiro
31058468,Nei Lampreia,Porto    Porto    Vitória    2 720     31,Gestor de marketing
69791028,M�rio Teves,Porto    Felgueiras    Várzea    2 412     255,Pintor
78087697,Arminda Feij�,Vila Real    Chaves    S. Pedro de Agostém    1 513     2 685,Soldador
39462696,Adalgisa Lopes,Braga    Guimarães    Gémeos    548    171,Motorista
30740430,Bonif�cio Caf�,Coimbra    Coimbra    Souselas    3 146     1 494,Pescador
31054204,Iracema Meireles,Bragança    Mogadouro    Tó    209    2 366,Programador / Desenvolvedor de software
33688522,Estela Gusm�o,Açores    Angra do Heroísmo    Serreta    374    1 437,Assistente social
50148306,Marisa Martins,Viseu    Castro Daire    Pinheiro    868    1 903,Barman
21336749,Walter Goes,Évora    Évora    N. S. da Boa Fé    376    3 362,Nutricionista
75742560,Ramom Toledo,Coimbra    Tábua    S. João da Boa Vista    484    1 000,Técnico de manutenção
38839722,Samuel Ver�ssimo,Porto    Amarante    Padronelo    904    151,Técnico de radiologia
10576831,Elisabete Quintana,Viana do castelo    Vila Nova de Cerveira    Vila Meã    269    224,Auditor
46372988,Rosinha Parafita,Bragança    Macedo de Cavaleiros    Bornes    420    1 875,Engenheiro mecânico
63377730,Am�lia Bethecourt,Viseu    S. Pedro do Sul    Baiões    300    244,Ator
59262483,Am�lia �vila,Açores    Horta    Pedro Miguel    723    1 471,Operador logístico
19493785,Anabela Amorim,Évora    Estremoz    S. Bento de Ana Loura    46    2 653,Solicitador
72042126,Darcy Villas Boas,Bragança    Vinhais    Fresulfe    100    1 815,Técnico ambiental
22192499,L�cia Campos,Braga    Guimarães    Donim    989    337,Dentista
31880790,Nicia Valgueiro,Santarem    Ourém    Formigais    444    1 153,Videógrafo
27429804,Nilson Serpa,Porto    Amarante    Aboim    652    508,Gestor de produto
57846632,Nat�rcia Robalo,Setúbal    Barreiro    Palhais    1 224     741,Fisioterapeuta
34711911,Jonata Maia,Porto    Paços de Ferreira    Sanfins de Ferreira    3 005     653,Agricultor
52743815,Nilda Bonilha,Braga    Vila Verde    Valões    183    400,Engenheiro agrónomo
26576264,Dirce Coito,Braga    Braga    Braga (Maximinos)    10 030     176,Fotógrafo
75274946,N�ria Viana,Braga    Braga    Braga (S. Vicente)    12 162     142,Piloto
16908759,Am�rico Eanes,Aveiro    Águeda    Recardães    3 321     772,Jornalista
41295904,Benjamim Botica,Guarda    Pinhel    Lamegal    360    2 169,Solicitador
36002856,Andreia Bethecourt,Açores    Angra do Heroísmo    Raminho    550    1 125,Guarda prisional
64537113,Wagner Sosa,Viseu    Viseu    Povolide    1 959     2 022,Assistente social
42289637,Rog�rio Toscano,Viana do castelo    Arcos de Valdevez    Vila Fonche    770    310,Juiz
38339667,Aura Bou�as,Évora    Montemor-o-Novo    Lavre    887    11 640,Cuidador de idosos
34461764,M�rcio Pinto,Viseu    Mangualde    Alcafache    1 029     1 294,Pintor
14709723,Laura Be�a,Vila Real    Murça    Vilares    268    1 415,Administrador de sistemas
18681884,Eust�cia Morgado,Setúbal    Seixal    Arrentela    28 610     958,Técnico ambiental
39883076,Justina Capistrano,Guarda    Pinhel    Póvoa de El-Rei    74    641,Escritor
33034038,Carminda Arag�o,Açores    Ribeira Grande    Porto Formoso    1 267     1 146,Técnico administrativo
54570438,Serena Naz�rio,Porto    Amarante    Travanca    2 502     825,Engenheiro informático
54376403,Oct�vio Arouca,Vila Real    Alijó    Amieiro    104    641,Piloto
47150654,Br�gida Gil,Castelo Branco    Castelo Branco    Freixial do Campo    537    1 862,Gestor de e-commerce
11677664,D�ia Torcato,Castelo Branco    Proença-a-Nova    Alvito da Beira    436    3 626,Influenciador digital
42716612,Magali Noguera,Aveiro    Arouca    Escariz    2 255     1 471,Veterinário
69801451,Ana�sa Carrasco,Aveiro    Anadia    Amoreira da Gândara    1 379     856,Segurança privado
53838275,Alcione Valim,Setúbal    Seixal    Aldeia de Paio Pires    10 937     1 214,Guarda prisional
11307323,Josaf� Parracho,Viana do castelo    Ponte de Lima    Labrujó    153    416,Notário
13794301,Petra Zambujal,Guarda    Fornos de Algodres    Casal Vasco    269    644,Jornalista
89201688,Cleide Castilhos,Beja    Odemira    Zambujeira do Mar    844    4 296,Eletricista
11309862,Batista Padilla,Guarda    Gouveia    Moimenta da Serra    707    575,Auditor
16886886,Anabela Bastos,Viseu    Armamar    Coura    65    517,Cientista de dados
11716480,Jacy Noite,Coimbra    Arganil    Teixeira    188    1 960,Relações públicas
14901464,Clotilde Varanda,Viseu    Oliveira de Frades    S. Vicente de Lafões    793    778,Biólogo
21937532,Idal�cio Rodovalho,Leiria    Leiria    Arrabal    2 719     2 007,Operador logístico
35148201,Igor Rodrigues,Santarem    Santarem    Azoia de Cima    537    844,Nutricionista
25907333,Reinaldo Castelhano,Guarda    Almeida    Aldeia Nova    53    1 011,Gestor de produto
59607403,Kelvin Rios,Porto    Santo Tirso    Lama    1 515     214,Eletricista
15293102,Neusa Medina,Aveiro    Arouca    Chave    1 414     1 076,Esteticista
47823975,Al�cia Taveira,Guarda    Guarda    Faia    279    963,Programador / Desenvolvedor de software
78485395,Firmina Canejo,Viseu    Nelas    Moreira    707    378,Administrador de sistemas
32096103,Patr�cia Dur�o,Viseu    Sernancelhe    Chavães    372    994,Engenheiro mecânico
23103614,Ada Balsem�o,Viana do castelo    Monção    Moreira    709    351,Especialista em inteligência artificial
78049174,Dinarte Quesado,Braga    Vila Nova de Famalicão    Lagoa    890    295,Engenheiro agrónomo
81029509,Lita Granjeia,Bragança    Vinhais    Vilar de Peregrinos    164    1 254,Educador social
10101224,�urea Malheiros,Porto    Amarante    Chapa    264    371,Cientista de dados
14291855,Patr�cia Peralta,Braga    Guimarães    Leitões    588    331,Administrador de sistemas
31058272,Adonir� Ximenes,Porto    Lousada    Nogueira    1 060     193,Eletricista
18649725,Hor�cio Noite,Porto    Porto    Ramalde    37 647     568,Analista de dados
33535138,Tom� Quinta,Braga    Amares    Lago    1 955     394,Analista de investimentos
24453504,Fabiana Nascimento,Faro    Alcoutim    Giões    307    6 595,Engenheiro civil
24234564,Luzia Rolim,Viseu    Penalva do Castelo    Vila Cova do Covelo    317    887,Gestor de projetos IT
12392175,B�rbara Barbalho,Bragança    Vila Flor    Seixo de Manhoses    501    880,Especialista em marketing digital
37671152,Rafael Furquim,Coimbra    Tábua    Tábua    3 035     2 461,Engenheiro industrial
65067118,Esa� Marcondes,Braga    Vieira do Minho Tabuaças    901    800,Professor
97226923,Calvin Semedo,Beja    Aljustrel    Aljustrel    5 559     19 045,Educador social
22388007,Dores Mendo�a,Guarda    Seia    Sta. Eulália    322    426,Maquinista
26302237,Frederico Gomes,Évora    Évora    Évora (Santo Antão)    1 473     27,Maquinista
64578475,P�ricles Albernaz,Castelo Branco    Vila Velha de Ródão    Perais    589    8 184,Auditor
25022208,Jana�na Lameirinhas,Porto    Vila Nova de Gaia    Vila Nova de Gaia (Sta Marinha)    30 758     600,Técnico de análises clínicas
39430920,Eurico Concei��o,Porto    Amarante    Fregim    2 507     847,Ator
85975092,Evelise Rebocho,Évora    Vila Viçosa    Pardais    559    1 783,Engenheiro agrónomo
23463668,Thays/Ta�s �gueda,Viseu    S. Pedro do Sul    Pinho    983    1 552,Médico
14852229,Bet�nia Moniz,Vila Real    Vila Real    Torgueda    1 583     1 372,Web designer
35303038,Valadares Neto,Lisboa    Loures    Sacavém    17 659     415,Consultor financeiro
12849337,Frederico Gaspar,Viana do castelo    Ponte da Barca    Vade (S. Pedro)    288    270,Relações públicas
13241231,Elaine Silveira,Coimbra    Tábua    Pinheiro de Coja    372    1 232,Piloto
14339591,Raul Tavares,Vila Real    Alijó    S. Mamede de Ribatua    905    2 027,Especialista em marketing digital
10007628,Martina Batata,Bragança    Macedo de Cavaleiros    Castelãos    395    1 310,Técnico de manutenção
93377969,Sara Duarte,Viseu    Tondela    S. João do Monte    1 096     4 841,Gestor de transportes
21445954,Magda Hollanda,Santarem    Santarem    Achete    1 895     3 163,Músico
30370145,Quit�ria Moutinho,Castelo Branco    Vila de Rei    S. João do Peso    174    1 295,Professor
55478171,Amadeu Doutis,Beja    Beja    Beja (Salvador)    5 774     614,Especialista em cibersegurança
37714633,J�lia Balsem�o,Guarda    Gouveia    Vinhó    624    671,Diretor de hotel
26069462,Artur Noguera,Açores    Horta    Horta (Conceição)    1 157     274,Psicólogo
83863110,Oct�vio Betancour,Évora    Montemor-o-Novo    Cabrela    703    19 484,Guarda prisional
48738499,Valdemiro Leite,Guarda    Trancoso    Freches    551    1 356,Psicólogo
27458597,Margarida Pai�o,Vila Real    Montalegre    Viade de Baixo    781    4 200,Pedreiro
39719662,Cremilde Soto Mayor,Viseu    Oliveira de Frades    Pinheiro    1 369     2 225,Gestor de e-commerce
25963561,Omar Pena,Coimbra    Condeixa-a-Nova    Condeixa-a-Velha    3 318     2 264,Gestor de transportes
65655745,Ivete Carqueijeiro,Coimbra    Montemor-o-Velho    Seixo de Gatões    1 429     1 423,Contabilista
46760415,Bonif�cio Vilela,Beja    Beja    Quintos    310    13 970,Motorista
27112246,Greg�rio Ramallo,Braga    Vila Verde    Atiães    551    367,Ator
26162652,Al�cia Avelar,Açores    Ponta Delgada    Arrifes    6 941     2 527,Segurança privado
19449794,Lauro Pastana,Leiria    Leiria    Caranguejeira    4 992     3 021,Programador / Desenvolvedor de software
59765739,Ado Lameirinhas,Aveiro    Estarreja    Fermelã    1 482     1 295,Designer gráfico
32969861,Hip�lito Gorj�o,Braga    Vila Nova de Famalicão    Seide (S. Paio)    381    134,Motorista
12924546,Damiana Ferro,Viana do castelo    Melgaço    S. Paio    639    991,Engenheiro químico
18693395,Lia Albernaz,Lisboa    Lourinhã    Miragaia    1 670     1 215,Gestor de transportes
84143635,Fabr�cio Bandeira,Vila Real    Chaves    Ervededo    740    2 053,Administrador de sistemas
71001710,Jasmim Gra�a,Braga    Celorico de Basto    Moreira do Castelo    615    576,Médico
59238725,Guilherme Br�s,Lisboa    Vila Franca de Xira    Alhandra    7 205     165,Ator
49802446,Nina Reis,Vila Real    Vila Real    Arroios    955    251,Serralheiro
14443519,Jesus Boaventura,Bragança    Carrazeda de Ansiães    Parambos    314    1 056,Gestor de marketing
25160797,Ermelinda Martins,Santarem    Chamusca    Vale de Cavalos    1 256     11 891,Bombeiro
49052473,Orlando Pastana,Guarda    Pinhel    Pereiro    190    3 006,Designer gráfico
99001117,Raimundo Prada,Bragança    Bragança    Sortes    320    2 193,Engenheiro agrónomo
11629178,Frederico Pe�anha,Aveiro    Vagos    Vagos    4 010     2 158,Assistente dentário
29966256,Renata Sotomayor,Guarda    Gouveia    Vila Franca da Serra    303    1 176,Veterinário
16276566,Andr� Parreira,Aveiro    Ílhavo    Gafanha da Encarnação    4 907     1 171,Diretor de hotel
28570258,Brenda Carlos,Vila Real    Boticas    Beça    1 031     3 001,Cozinheiro / chef
22676971,Camilo Mendoza,Bragança    Macedo de Cavaleiros    Sta. Combinha    72    490,Técnico de análises clínicas
93874336,Luciana Malta,Braga    Vila Nova de Famalicão    Oliveira (Sta. Maria)    3 091     464,Engenheiro industrial
24197259,Cibelli Marinho,Lisboa    Lourinhã    S. Bartolomeu dos Galegos    1 041     1 252,Gestor de projetos IT
41481086,Alana Ros�rio,Coimbra    Tábua    Covas    1 196     1 747,Estafeta
65789952,Miguel Palmeira,Madeira    S. Vicente    Ponta Delgada    1 325     880,Engenheiro agrónomo
52173869,Celestina Mata,Guarda    Sabugal    Baraçal    242    1 738,Web designer
34104081,Val�ria Laureano,Braga    Fafe    Serafão    1 195     697,Nutricionista
22053146,Leila Lustosa,Vila Real    Chaves    Cimo de Vila da Castanheira    605    1 574,Técnico de radiologia
90186539,Louren�o Parente,Viseu    Tarouca    Vila Chã da Beira    234    619,Estafeta
13878266,L�ia Thom�,Coimbra    Arganil    Coja    1 650     2 063,Videógrafo
10674790,Maximiliano Braz,Guarda    Manteigas    Manteigas (Sta. Maria)    1 609     2 454,Influenciador digital
11618011,Violeta Veiga,Santarem    Santarem    Achete    1 895     3 163,Engenheiro químico
22608727,Antero Letras,Lisboa    Lisboa    Anjos    9 738     48,Carpinteiro
23464081,Querubim Cabreira,Santarem    Rio Maior    Rio Maior    11 532     8 294,Engenheiro agrónomo
75666315,Heitor Barata,Bragança    Mogadouro    Azinhoso    378    3 071,Especialista em marketing digital
14881745,Jesus Carreira,Viana do castelo    Ponte de Lima    Vilar do Monte    113    351,Músico
19396738,Yasmine Vasques,Viseu    S. João da Pesqueira    Riodades    567    1 920,Advogado
16495131,Fl�via Zagallo,Guarda    Gouveia    Vila Franca da Serra    303    1 176,Especialista em inteligência artificial
74881136,Fl�via Casalinho,Viana do castelo    Viana do Castelo    Areosa    4 485     1 122,Estafeta
59796256,Benedito Pallos,Braga    Barcelos    Durrães    785    290,Cuidador de idosos
17601134,Elvira Macena,Aveiro    Sever do Vouga    Rocas do Vouga    1 977     1 571,Engenheiro informático
25873407,Paulino Neiva,Aveiro    Arouca    Chave    1 414     1 076,Consultor financeiro
55905192,Aar�o Hip�lito,Coimbra    Pampilhosa da Serra    Dornelas do Zêzere    677    1 640,Técnico de análises clínicas
14898037,George Canejo,Porto    Póvoa de Varzim    Estela    2 596     1 173,Engenheiro informático
56253398,C�ssia Azambuja,Açores    Nordeste    Achada    503    1 119,Operador de máquinas
33288989,Yara Vilas Boas,Guarda    Pinhel    Pínzio    527    2 724,Engenheiro industrial
27764944,Iolanda Bandeira,Braga    Braga    Nogueiró    2 118     281,Esteticista
46067382,Patr�cia Matos,Aveiro    Espinho    Anta    10 615     617,Comercial / vendedor
48758447,Evangelina Amorim,Viana do castelo    Ponte da Barca    Touvedo (S. Lourenço)    266    265,Engenheiro agrónomo
17695972,Anast�cia Granjeia,Bragança    Mogadouro    Valverde    196    2 397,Militar
41311139,Alberta Grillo,Leiria    Alcobaça    Aljubarrota (Prazeres)    3 711     2 572,Pescador
46179807,Cassilda Amaral,Lisboa    Loures    Loures    24 237     2 491,Biólogo
21861576,Eunice Chousa,Bragança    Bragança    Serapicos    289    2 834,Técnico de radiologia
21764516,F�bio Marques,Bragança    Mirandela    Aguieiras    375    1 468,Eletricista
19686892,C�tia Lima,Vila Real    Boticas    Ardãos    311    2 241,Farmacêutico
41503036,C�ntia R�go,Setúbal    Grândola    Melides    1 789     16 270,Dentista
49463824,Vicente A�ores,Évora    Estremoz    Veiros    1 233     3 970,Solicitador
71348703,Valdir Gentil,Vila Real    Alijó    Amieiro    104    641,Procurador
72604052,Golias Sacramento,Guarda    Figueira de Castelo Rodrigo    Figueira de Castelo Rodrigo    2 253     3 405,Diretor de hotel
29781233,Clarisse Murtinho,Aveiro    Vagos    Santo António de Vagos    1 773     964,Cabeleireiro
45028706,Nicia Vianna,Açores    Ribeira Grande    Pico da Pedra    2 426     656,Explicador / tutor
17306027,Tarc�sio Taveiros,Bragança    Alfândega da Fé    Alfândega da Fé    2 016     4 455,Estafeta
30784313,Altino Milheiro,Braga    Vieira do Minho Campos    240    1 313,Auditor
20801116,Isilda Valim,Bragança    Carrazeda de Ansiães    Lavandeira    184    1 356,Animador turístico
28730769,Leandro Bernardes,Guarda    Gouveia    Melo    673    752,Técnico de manutenção
41235853,�ndia Alancastre,Leiria    Pedrogão Grande    Graça    908    3 120,Motorista
50621288,Shirley Leal,Viseu    Moimenta da Beira    Rua    678    942,Engenheiro civil
85129087,Bryan Gabeira,Coimbra    Tábua    Pinheiro de Coja    372    1 232,Agricultor
21180456,Felicidade Osorio,Lisboa    Vila Franca de Xira    Alhandra    7 205     165,Videógrafo
18453133,Cloe Malheiro,Guarda    Seia    S. Martinho    816    881,Ator
36502957,Sabrina Grangeia,Coimbra    Penacova    S. Pedro de Alva    1 810     2 837,Educador de infância
19031474,Ataliba Grande,Porto    Felgueiras    Varziela    1 985     280,Engenheiro industrial
43656266,Dolores Cachoeira,Viana do castelo    Ponte de Lima    Rebordões (Sta. Maria)    1 065     720,Educador de infância
29652493,D�ris Feitosa,Coimbra    Penela    Penela (S. Miguel)    1 741     3 261,Veterinário
53352378,Val�ria Sousa de Arronches,Viseu    Resende    Feirão    131    470,Programador / Desenvolvedor de software
47447849,Nancy Palos,Viseu    Moimenta da Beira    Rua    678    942,Formador profissional
16606016,Assun��o Esteves,Coimbra    Arganil    Folques    458    1 827,Operador de máquinas
12747831,Ariana Serpa,Aveiro    Oliveira do Bairro    Palhaça    2 330     1 015,Babysitter
11170438,Jacinta Camarinho,Guarda    Sabugal    Fóios    410    2 425,Babysitter
96560257,D�nia Marmou,Aveiro    Sta. Maria da Feira    Escapães    3 028     544,Gestor de marketing
38537153,Erm�nia Gentil,Braga    Vila Nova de Famalicão    Riba de Ave    3 396     283,Técnico ambiental
39384388,Rebeca Regueira,Guarda    Guarda    Carvalhal Meão    67    766,Esteticista
89588739,Filipe Pessoa,Viseu    Cinfães    Fornelos    835    946,Piloto
29425094,Cec�lia Palhares,Vila Real    Vila Real    Lamas de Olo    177    2 942,Consultor financeiro
27012603,Jocosa Hip�lito,Braga    Vila Nova de Famalicão    Outiz    943    287,Videógrafo
95102887,Ataliba Rangel,Santarem    Alcanena    Louriceira    611    1 278,Técnico de manutenção
42684635,Alice Ventura,Açores    Horta    Salão    436    1 180,Advogado
74844534,Georgina Malafaia,Viana do castelo    Ponte de Lima    Rendufe    204    276,Empregado de mesa
38991079,No�lia Miera,Viana do castelo    Caminha    Vilar de Mouros    819    900,Educador de infância
25575470,Carolina Sanches,Lisboa    Loures    Sacavém    17 659     415,Engenheiro eletrotécnico
10529970,M�rio Rabelo,Porto    Maia    Avioso (S. Pedro)    2 629     485,Militar
27210509,Laila Macieira,Bragança    Alfândega da Fé    Vilar Chão    326    2 477,Analista de investimentos
74551239,Waldemar Alves,Castelo Branco    Castelo Branco    Almaceda    943    7 246,Cozinheiro / chef
11703238,Ivo Temes,Viseu    Castro Daire    Reriz    799    1 692,Jornalista
10307147,Oct�via Frota,Porto    Penafiel    Guilhufe    2 621     445,Agricultor
93204924,Obede Palmeira,Açores    Lajes das Flores    Lajes das Flores    540    1 845,Solicitador
16864421,Edelmiro Quintas,Porto    Santo Tirso    Palmeira    1 104     339,Gestor de produto
17213064,Florbela Fraga,Braga    Barcelos    Cossourado    927    641,Estafeta
74489303,Br�gido Sabala,Vila Real    Vila Pouca de Aguiar    Capeludos    602    2 227,Gestor de transportes
55456072,S�lvia Angelim,Porto    Vila Nova de Gaia    Arcozelo    12 393     782,Psicólogo
33315865,Lurdes Azenha,Aveiro    Castelo de Paiva    Real    1 371     3 317,Escritor
18117471,Sheila Matos,Braga    Vila Verde    Coucieiro    511    421,Pescador
11246574,T�lio Mata,Setúbal    Seixal    Fernão Ferro    10 753     2 526,Técnico de recursos humanos
11279285,Benito Lucas,Aveiro    Ovar    Cortegaça    4 066     1 012,Especialista em inteligência artificial
41911492,Tom� Rebelo,Braga    Póvoa de Lanhoso (N. S. do Amparo)    Friande    324    514,Procurador
63223643,Amado Foqui�o,Lisboa    Vila Franca de Xira    Vialonga    15 471     1 752,Engenheiro eletrotécnico
55043406,Aline Soeiro,Bragança    Vinhais    Montouto    165    2 782,Engenheiro civil
20154288,Marcela Taborda,Beja    Alvito    Vila Nova da Baronia    1 328     12 454,Ator
17285645,N�bia Carvalheiro,Faro    Vila do Bispo    Budens    1 573     4 569,Pintor
11102312,Alfeu Grangeia,Porto    Penafiel    Canelas    1 780     1 186,Engenheiro agrónomo
40349114,Susete Matos,Santarem    Abrantes    Carvalhal    1 006     1 745,Carpinteiro
48443620,Romana Anlicoara,Santarem    Abrantes    Concavada    734    1 989,Personal trainer
31199912,Anabela Ram�rez,Guarda    Sabugal    Rendo    342    2 240,Assistente dentário
50703547,Am�rico Cardim,Guarda    Mêda    Marialva    271    1 915,Técnico de manutenção
50190702,Ivete Guerra,Beja    Odemira    Luzianes-Gare    480    9 698,Diretor de hotel
46371160,Telma Arruda,Viana do castelo    Vila Nova de Cerveira    Sopo    576    1 391,Operador de máquinas
61357526,Anita Frias,Viseu    Resende    S. Romão de Aregos    425    417,Operador de máquinas
13817260,Ernesto Covinha,Évora    Estremoz    Arcos    1 339     2 389,Técnico de manutenção
53560871,Olivier Rua,Santarem    Salvaterra de Magos    Marinhais    5 469     3 874,Especialista em cibersegurança
18258719,Altair Barroso,Braga    Guimarães    Prazins (Santo Tirso)    824    266,Explicador / tutor
67707692,Ademir Couto,Aveiro    Aveiro    Aradas    7 628     903,Engenheiro eletrotécnico
54698152,Estev�o Borja,Braga    Barcelos    Roriz    2 152     691,Agricultor
28421963,Guilherme Bernardes,Coimbra    Oliveira do Hospital    Alvoco das Várzeas    366    1 073,Polícia
29651856,Albina Nor�es,Viana do castelo    Ponte de Lima    Vitorino das Donas    1 059     426,Tradutor
26442244,Alva Lacerda,Bragança    Bragança    Parada    604    3 649,Analista de investimentos
21165884,Ernane Ramalho,Viseu    Armamar    Fontelo    816    768,Educador social
17283384,Priscilo Laureano,Bragança    Freixo de Espada à Cinta    Freixo de Espada à Cinta    2 131     7 370,Engenheiro industrial
26029411,F�bio Morais,Porto    Vila do Conde    Junqueira    2 234     725,Jornalista
40622298,Teresa Sobral,Braga    Vila Verde    Oriz (Sta. Marinha)    404    351,Operador de máquinas
56522343,Fausto Nolasco,Leiria    Bombarral    Roliça    2 744     2 320,Engenheiro civil
41278562,Marcos Bou�a,Castelo Branco    Castelo Branco    Lardosa    1 044     4 446,Notário
17936980,Eurico Jord�o,Setúbal    Alcácer do Sal    Torrão    2 758     37 276,Guia turístico
37100708,Magda T�vora,Porto    Marco de Canaveses    Rio de Galinhas    1 841     178,Operador de máquinas
95212255,Loreta Caetano,Vila Real    Chaves    S. Julião de Montenegro    293    1 470,Educador social
10814448,Ros�lia Filgueiras,Santarem    Rio Maior    S. João da Ribeira    887    2 016,Engenheiro industrial
13554383,Leandra Marroquim,Vila Real    Valpaços    Santiago da Ribeira de Alhariz    835    1 809,Engenheiro informático
79211098,�lia Carqueijeiro,Coimbra    Tábua    Mouronho    984    2 402,DevOps engineer
65012289,Manuel Viana,Lisboa    Alenquer    Ribafria    974    910,Auditor
24838926,Lia Po�as,Lisboa    Torres Vedras    Maxial    2 962     2 790,Pedreiro
77860039,Mois�s Chamusca,Setúbal    Barreiro    Lavradio    13 051     217,Técnico ambiental
23640022,Fab�ola Meireles,Viseu    Lamego    Lamego (Almacave)    7 739     1 061,Gestor de transportes
48924158,Ab�lio Penteado,Viana do castelo    Monção    Lordelo    141    552,Dentista
18162034,Elvis Madruga,Coimbra    Oliveira do Hospital    Lajeosa    610    500,Educador social
81596638,Flora Valle,Vila Real    Montalegre    Solveira    214    1 217,Analista de dados
